[2023-04-22 00:51:27,421] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-22 00:51:34,109] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-22 00:55:49,268] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-22 00:55:52,955] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-22 00:55:53,962] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-22 00:56:10,342] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-22 00:56:11,211] 	INFO 	38 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-22 00:57:14,662] 	INFO 	152 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-04-22 02:02:09,692] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-22 02:02:16,226] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-22 02:03:15,005] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-22 02:03:18,034] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-22 02:03:18,999] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-22 02:03:31,611] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-22 02:03:32,527] 	INFO 	38 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-22 02:04:34,559] 	INFO 	152 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-04-22 03:10:20,485] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-22 03:10:27,793] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-22 03:11:14,964] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-22 03:11:17,457] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-22 03:11:18,450] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-22 03:11:34,607] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-22 03:11:35,492] 	INFO 	38 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-22 03:12:50,255] 	INFO 	152 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-04-22 04:11:51,524] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-22 04:11:58,362] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-22 04:12:49,202] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-22 04:12:52,359] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-22 04:12:53,397] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-22 04:13:09,045] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-22 04:13:09,904] 	INFO 	38 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-22 04:14:11,432] 	INFO 	152 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-04-22 05:09:07,070] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-22 05:09:16,832] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-22 05:09:59,729] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-22 05:10:02,722] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-22 05:10:04,440] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-22 05:10:16,097] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-22 05:10:16,950] 	INFO 	38 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-22 05:11:14,703] 	INFO 	152 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-04-22 06:12:43,024] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-22 06:12:49,159] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-22 07:08:38,754] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-22 07:08:45,430] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-22 07:09:20,988] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-22 07:09:24,128] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-22 07:09:25,144] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-22 07:09:36,734] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-22 07:09:37,668] 	INFO 	38 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-22 07:10:32,189] 	INFO 	152 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-04-22 08:11:31,746] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-22 08:11:37,762] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-22 08:12:49,499] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-22 08:12:52,523] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-22 08:12:53,723] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-22 08:13:10,089] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-22 08:13:11,072] 	INFO 	38 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-22 08:14:13,577] 	INFO 	152 	bribe_data.py 	<module>() 	Bribe Data Ended
