[2023-04-25 00:51:46,356] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-25 00:51:53,675] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-25 00:56:25,955] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-25 00:56:30,049] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-25 00:56:31,298] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-25 00:56:52,605] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-25 00:56:53,808] 	INFO 	38 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-25 00:58:22,554] 	INFO 	152 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-04-25 02:02:46,238] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-25 02:02:53,235] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-25 02:04:29,374] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-25 02:04:32,857] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-25 02:04:34,305] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-25 02:04:52,741] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-25 02:04:53,877] 	INFO 	38 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-25 02:05:53,068] 	INFO 	152 	bribe_data.py 	<module>() 	Bribe Data Ended
[2023-04-25 03:10:32,056] 	INFO 	23 	id_data.py 	<module>() 	ID Data Started
[2023-04-25 03:10:42,278] 	INFO 	74 	id_data.py 	<module>() 	ID Data Ended
[2023-04-25 03:11:41,507] 	INFO 	26 	day_data.py 	<module>() 	Day Data Started
[2023-04-25 03:11:44,591] 	INFO 	68 	day_data.py 	<module>() 	Day Data Ended
[2023-04-25 03:11:45,789] 	INFO 	36 	pair_data.py 	<module>() 	Pair Data Started
[2023-04-25 03:12:04,333] 	INFO 	101 	pair_data.py 	<module>() 	Pair Data Ended
[2023-04-25 03:12:05,507] 	INFO 	38 	bribe_data.py 	<module>() 	Bribe Data Started
[2023-04-25 03:13:11,013] 	INFO 	152 	bribe_data.py 	<module>() 	Bribe Data Ended
